SNOMED;Diagnóstico;Topografia;CID;CID_PREDITO;CONFIANCA;NEEDS_REVIEW;METODO;JUSTIFICATIVA;CANDIDATOS_CID;FONTES_RAG
M-82613;Adenocarcinoma Em Adenoma Viloso;Cólon ascendente;C180;C173;0.7;False;snomed_support_plus_rag;O candidato C173 foi escolhido porque foi o único com um score de 0.7 ou maior e tem um diagnóstico que se alinha com o do paciente.;"[""C173"", ""C260"", ""C268"", ""C189"", ""C182"", ""C178"", ""C17"", ""D013""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de cólon sigmoide;C187;C260;0.7;False;snomed_support_plus_rag;O candidato C260 tem o maior score de confiança (0.7) e é fortemente suportado pelo SNOMED.;"[""C260"", ""C173"", ""C187"", ""C189"", ""C268"", ""C17"", ""C178"", ""D125""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de cólon sigmoide;C188;C260;0.7;False;snomed_support_plus_rag;O candidato C260 tem o maior score de confiança (0.7) e é fortemente suportado pelo SNOMED.;"[""C260"", ""C173"", ""C187"", ""C189"", ""C268"", ""C17"", ""C178"", ""D125""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de cólon sigmoide;C189;C260;0.7;False;snomed_support_plus_rag;O candidato C260 tem o maior score de confiança (0.7) e é fortemente suportado pelo SNOMED.;"[""C260"", ""C173"", ""C187"", ""C189"", ""C268"", ""C17"", ""C178"", ""D125""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de reto;C209;C173;0.7;False;snomed_support_plus_rag;O candidato C173 tem o maior score de confiança (0.7) e é fortemente suportado pelo SNOMED.;"[""C173"", ""C268"", ""C260"", ""C163"", ""C178"", ""C17"", ""C80"", ""C786""]";"[""SNOMED_52""]"
M-40000;Gastrite;Estômago;;D002;0.6543;False;rag_candidates;Carcinoma in situ do estômago;"[""D002"", ""D131"", ""C944"", ""D762"", ""C16"", ""D371"", ""C161"", ""C162""]";"[""SNOMED_625"", ""SNOMED_653"", ""SNOMED_1080"", ""CR_523""]"
M-82110;Adenoma Tubular;Cólon ascendente;D12;D122;0.6347;False;rag_candidates;O CID D122 foi escolhido porque foi o único candidato com um score de 0.6347, que é o maior score encontrado no contexto recuperado.;"[""D122"", ""D121"", ""C186"", ""C187"", ""D201"", ""D125"", ""C210"", ""D12""]";"[""SNOMED_159"", ""CR_603""]"
M-82110;Adenoma Tubular;Pólipo de cólon sigmoide;D12;C187;0.6625;False;rag_candidates;O candidato C187 foi escolhido porque tem o maior score de evidência (0,6625) e é o único candidato com evidência de 'vector_cid', o que indica uma correspondência forte entre o diagnóstico e o CID.;"[""C187"", ""D125"", ""D201"", ""C186"", ""C210"", ""D132"", ""D12"", ""D121""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_111""]"
M-82110;Adenoma Tubular;Pólipo de cólon sigmoide;D129;C187;0.6625;False;rag_candidates;O candidato C187 tem o maior score de evidência (0.6625) e é o único candidato com evidência de 'vector_cid', o que sugere uma classificação mais precisa.;"[""C187"", ""D125"", ""D201"", ""C186"", ""C210"", ""D132"", ""D12"", ""D121""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_111""]"
M-82110;Adenoma Tubular;Pólipo de reto;D12;D441;0.6161;False;rag_candidates;O candidato D441 tem o maior score de evidência (0.6161) e é o único candidato com evidência de 'vector_cid', que é considerado forte suporte.;"[""D441"", ""C210"", ""D121"", ""D201"", ""C459"", ""D20"", ""D132"", ""C211""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_817""]"
M-82110;Adenoma Tubular;Pólipo de reto;D129;D441;0.6161;False;rag_candidates;O candidato D441 tem o maior score de evidência (0.6161) e é o único candidato com evidência de 'vector_cid', que é considerado forte suporte.;"[""D441"", ""C210"", ""D121"", ""D201"", ""C459"", ""D20"", ""D132"", ""C211""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_817""]"
M-82113;Adenocarcinoma Tubular Moderadamente Diferenciado, Oms 2010;Pólipo de reto;C209;C173;0.7;False;snomed_support_plus_rag;O candidato C173 foi escolhido porque foi o único com um score de 0.7 e foi suportado por evidência de 'exact_snomed_support'.;"[""C173"", ""C784"", ""C187"", ""C785"", ""C189"", ""C178"", ""C179"", ""D13""]";"[""SNOMED_114"", ""SNOMED_2503""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D12;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao Neoplasia benigna do cólon transverso (D123) do que aos outros candidatos.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D121;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D122;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D123;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D124;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D125;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D126;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D127;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D128;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D129;D123;0.6349;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico e o CID mais provável é D123, Neoplasia benigna do cólon transverso, com uma confiança de 0.6349.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D12"", ""D126""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 01;D12;D45;0.582;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D45' com uma confiança de 0,582.;"[""D201"", ""D45"", ""D731"", ""C164"", ""D890"", ""D730"", ""D20"", ""C902""]";"[""CR_826""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 01;D129;D45;0.582;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D45' com uma confiança de 0,582.;"[""D201"", ""D45"", ""D731"", ""C164"", ""D890"", ""D730"", ""D20"", ""C902""]";"[""CR_826""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 02;D12;D45;0.581;False;snomed_support_plus_rag;O candidato D45 tem a maior pontuação de confiança (0,581) e está relacionado ao diagnóstico de 'Policitemia vera', que é semelhante ao diagnóstico do paciente.;"[""D45"", ""D201"", ""D890"", ""C902"", ""D731"", ""C164"", ""C222"", ""D20""]";"[""CR_826""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 02;D129;D45;0.581;False;snomed_support_plus_rag;O candidato D45 tem a maior pontuação de confiança (0,581) e está relacionado ao diagnóstico de 'Policitemia vera', que é semelhante ao diagnóstico do paciente.;"[""D45"", ""D201"", ""D890"", ""C902"", ""D731"", ""C164"", ""C222"", ""D20""]";"[""CR_826""]"
M-43000;Gastrite Crônica Antral Leve;Biopsia gástrica;;C16;0.6173;False;rag_candidates;O diagnóstico do paciente é 'Gastrite Crônica Antral Leve', que é mais semelhante ao diagnóstico 'Neoplasia maligna do estômago' do candidato CID 'C16'.;"[""D002"", ""D131"", ""C16"", ""C166"", ""D371"", ""C944"", ""C168"", ""C165""]";"[""CR_86""]"
M-72040;Pólipo Hiperplásico;Biópsia de cólon sigmoide;D12;D125;0.6639;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o CID mais provável é 'D125' devido ao diagnóstico de 'Neoplasia benigna do cólon sigmóide' no contexto recuperado.;"[""D125"", ""D122"", ""D124"", ""D123"", ""D126"", ""D201"", ""C187"", ""D12""]";"[""CR_606""]"
M-82110;Adenoma Tubular;Cólon sigmoide;D12;C187;0.6562;False;rag_candidates;O candidato C187 foi escolhido porque foi o único com um score de 0.6562 e foi suportado por evidência de vetor CID.;"[""C187"", ""D125"", ""C210"", ""C186"", ""D12"", ""D121"", ""C211"", ""D201""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_111""]"
M-82110;Adenoma Tubular;Cólon sigmoide;D129;C187;0.6562;False;rag_candidates;O candidato C187 foi escolhido porque foi o único com um score de 0.6562 e foi suportado por evidência de vetor CID.;"[""C187"", ""D125"", ""C210"", ""C186"", ""D12"", ""D121"", ""C211"", ""D201""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_111""]"
M-82110;Adenoma Tubular;Estômago;D131;D131;0.6553;False;rag_candidates;O candidato D131 tem o maior score de evidência (0.6553) e é o único candidato com evidência de 'vector_cid', o que sugere uma correspondência forte entre o diagnóstico e o CID.;"[""D131"", ""C161"", ""C16"", ""D139"", ""D13"", ""D132"", ""C169"", ""C162""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_613""]"
M-82110;Adenoma Tubular;Estômago;D131;D131;0.6553;False;rag_candidates;O candidato D131 tem o maior score de evidência (0.6553) e é o único candidato com evidência de 'vector_cid', o que sugere uma classificação mais precisa.;"[""D131"", ""C161"", ""C16"", ""D139"", ""D13"", ""D132"", ""C169"", ""C162""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_613""]"
43000;Gastrite Crônica Corpórea Leve;Cólon sigmoide;;C16;0.6347;False;rag_candidates;O diagnóstico do paciente é Gastrite Crônica Corpórea Leve, que é mais semelhante ao diagnóstico de Neoplasia maligna do estômago, que é representado pelo CID C16.;"[""D002"", ""C166"", ""D131"", ""C16"", ""C944"", ""D371"", ""C165"", ""D017""]";"[""CR_86""]"
43000;Gastrite Crônica Corpórea Leve;Estômago;;C162;0.6724;False;snomed_support_plus_rag;O diagnóstico do paciente é Gastrite Crônica Corpórea Leve, que é mais semelhante ao CID C162 (Neoplasia maligna da pequena curvatura do estômago, não especificada).;"[""D002"", ""D131"", ""C166"", ""C944"", ""C16"", ""D371"", ""C162"", ""C165""]";"[""CR_523""]"
M-82110;Lesão séssil serrilhada;Cólon de transverso;D12;D010;0.6132;False;rag_candidates;Carcinoma in situ do cólon;"[""D010"", ""D014"", ""D121"", ""C187"", ""D125"", ""D201"", ""C186"", ""C841""]";"[""SNOMED_159"", ""CR_525""]"
M-82110;Lesão séssil serrilhada;Cólon descendente;D12;C186;0.6169;False;rag_candidates;O candidato C186 foi escolhido porque tem o maior score de confiança (0,6169) e é o único candidato que tem evidência de suporte de CID.;"[""C186"", ""D010"", ""C841"", ""D014"", ""D124"", ""C187"", ""D125"", ""D201""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Lesão séssil serrilhada;Estômago;D137;D131;0.624;False;rag_candidates;"O candidato D131 tem o maior score de 0.624 e é suportado por evidência de ""vector_cid"".";"[""D131"", ""D002"", ""C161"", ""C165"", ""C16"", ""C166"", ""C169"", ""D762""]";"[""CR_613""]"
M-82110;Lesão séssil serrilhada;Estômago;D137;D131;0.624;False;rag_candidates;"O candidato D131 tem o maior score de 0.624 e é suportado por evidência de ""vector_cid"".";"[""D131"", ""D002"", ""C161"", ""C165"", ""C16"", ""C166"", ""C169"", ""D762""]";"[""CR_613""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Cólon sigmoide;D12;D125;0.6332;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o CID mais provável é 'D125' com uma confiança de 0.6332.;"[""D125"", ""D122"", ""D20"", ""D124"", ""D760"", ""D123"", ""D132"", ""D201""]";"[""CR_606""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Cólon sigmoide;D129;D125;0.6332;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o CID mais provável é 'D125' com uma confiança de 0.6332.;"[""D125"", ""D122"", ""D20"", ""D124"", ""D760"", ""D123"", ""D132"", ""D201""]";"[""CR_606""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D130;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é Pólipo Hiperplásico de Glândulas Fúndicas, que é mais semelhante ao diagnóstico associado ao CID C161 (Neoplasia maligna do fundo do estômago).;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D131;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D132;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D133;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D134;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D135;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D136;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D137;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D139;C161;0.5895;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais provável é 'C161' devido ao diagnóstico semelhante 'Neoplasia maligna do fundo do estômago';"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""C169""]";"[""CR_92""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D12;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D120;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D121;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
