SNOMED;Diagnóstico;Topografia;CID;CID_PREDITO;CONFIANCA;NEEDS_REVIEW;METODO;JUSTIFICATIVA;CANDIDATOS_CID;FONTES_RAG
M-82103;Adenocarcinoma Em Adenoma;Cólon ascendente;C184;C182;0.7045;False;rag_candidates;O candidato C182 tem o maior score de confiança (0.7045) e é o único candidato com evidência de suporte exact_snomed_support.;"[""C18"", ""C182"", ""C179"", ""C178"", ""C181"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_106""]"
M-82103;Adenocarcinoma Em Adenoma;Cólon ascendente;C185;C182;0.7045;False;rag_candidates;O candidato C182 tem o maior score de confiança (0.7045) e é o único candidato com evidência de suporte exact_snomed_support.;"[""C18"", ""C182"", ""C179"", ""C178"", ""C181"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_106""]"
M-82103;Adenocarcinoma Em Adenoma;Cólon ascendente;C186;C182;0.7045;False;rag_candidates;O candidato C182 tem o maior score de confiança (0.7045) e é o único candidato com evidência de suporte exact_snomed_support.;"[""C18"", ""C182"", ""C179"", ""C178"", ""C181"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_106""]"
M-82103;Adenocarcinoma Em Adenoma;Cólon ascendente;C187;C182;0.7045;False;rag_candidates;O candidato C182 tem o maior score de confiança (0.7045) e é o único candidato com evidência de suporte exact_snomed_support.;"[""C18"", ""C182"", ""C179"", ""C178"", ""C181"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_106""]"
M-82103;Adenocarcinoma Em Adenoma;Cólon ascendente;C188;C182;0.7045;False;rag_candidates;O candidato C182 tem o maior score de confiança (0.7045) e é o único candidato com evidência de suporte exact_snomed_support.;"[""C18"", ""C182"", ""C179"", ""C178"", ""C181"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_106""]"
M-82103;Adenocarcinoma Em Adenoma;Cólon ascendente;C189;C182;0.7045;False;rag_candidates;O candidato C182 tem o maior score de confiança (0.7045) e é o único candidato com evidência de suporte exact_snomed_support.;"[""C18"", ""C182"", ""C179"", ""C178"", ""C181"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_106""]"
M-82103;Adenocarcinoma Em Adenoma;Pólipo de cólon sigmoide;C185;C187;0.693;False;rag_candidates;O candidato C187 tem o maior score de confiança (0.693) e é o único candidato que tem um diagnóstico que se alinha com o topografia do paciente (Neoplasia maligna do cólon sigmóide).;"[""C18"", ""C179"", ""C187"", ""C178"", ""C182"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_111""]"
M-82103;Adenocarcinoma Em Adenoma;Pólipo de cólon sigmoide;C188;C187;0.693;False;rag_candidates;O candidato C187 tem o maior score de confiança (0.693) e é o único candidato que tem um diagnóstico que se alinha com o topografia do paciente (Neoplasia maligna do cólon sigmóide).;"[""C18"", ""C179"", ""C187"", ""C178"", ""C182"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_111""]"
M-82103;Adenocarcinoma Em Adenoma;Pólipo de cólon sigmoide;C189;C187;0.693;False;rag_candidates;O candidato C187 tem o maior score de confiança (0.693) e é o único candidato que tem um diagnóstico que se alinha com o topografia do paciente (Neoplasia maligna do cólon sigmóide).;"[""C18"", ""C179"", ""C187"", ""C178"", ""C182"", ""C189"", ""D010"", ""C173""]";"[""SNOMED_50"", ""CR_111""]"
M-82103;Adenocarcinoma Em Adenoma;Pólipo de reto;C20;C18;0.78;False;snomed_support_plus_rag;O CID C18 foi escolhido porque foi o único candidato com um score de 0.78, que é o mais alto entre os candidatos. Além disso, o contexto recuperado indica que o paciente tem um adenocarcinoma em adenoma, o que é consistent com o CID C18.;"[""C18"", ""C179"", ""C173"", ""C178"", ""C181"", ""C785"", ""C182"", ""C155""]";"[""SNOMED_50""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Cólon ascendente;C180;C173;0.78;False;snomed_support_plus_rag;O candidato C173 foi escolhido porque tem o maior score de confiança (0,78) e é o único candidato com evidência de 'exact_snomed_support'.;"[""C173"", ""C260"", ""C268"", ""C189"", ""C182"", ""C17"", ""C178"", ""D013""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de cólon sigmoide;C187;C260;0.78;False;snomed_support_plus_rag;O candidato C260 foi escolhido porque tem o maior score de confiança (0,78) e é o único candidato com evidência de 'exact_snomed_support'.;"[""C260"", ""C173"", ""C187"", ""C189"", ""C268"", ""C17"", ""D125"", ""C178""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de cólon sigmoide;C188;C260;0.78;False;snomed_support_plus_rag;O candidato C260 tem o maior score de confiança (0.78) e é fortemente suportado pelo SNOMED.;"[""C260"", ""C173"", ""C187"", ""C189"", ""C268"", ""C17"", ""D125"", ""C178""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de cólon sigmoide;C189;C260;0.78;False;snomed_support_plus_rag;O candidato C260 tem o maior score de confiança (0.78) e é fortemente suportado pelo SNOMED.;"[""C260"", ""C173"", ""C187"", ""C189"", ""C268"", ""C17"", ""D125"", ""C178""]";"[""SNOMED_52""]"
M-82613;Adenocarcinoma Em Adenoma Viloso;Pólipo de reto;C209;C173;0.78;False;snomed_support_plus_rag;O candidato C173 foi escolhido porque foi o único com um score de 0.78, que é o maior score encontrado. Além disso, o candidato C173 foi suportado por evidências de 'exact_snomed_support' e 'fuzzy_support:diag=89.23076923076923', que são consideradas fortes.;"[""C173"", ""C268"", ""C260"", ""C178"", ""C80"", ""C163"", ""C786"", ""C17""]";"[""SNOMED_52""]"
M-40000;Gastrite;Estômago;;D002;0.6578;False;rag_candidates;Carcinoma in situ do estômago;"[""D002"", ""D131"", ""C944"", ""D762"", ""C16"", ""D371"", ""C161"", ""C162""]";"[""SNOMED_625"", ""SNOMED_653"", ""SNOMED_1080"", ""CR_523""]"
M-82110;Adenoma Tubular;Cólon ascendente;D12;D121;0.78;False;snomed_support_plus_rag;O CID D121 é o mais provável devido à forte evidência de suporte fornecida pelo SNOMED (exact_snomed_support) e pelo contexto recuperado.;"[""D122"", ""D121"", ""C186"", ""C187"", ""D201"", ""D125"", ""D12"", ""C210""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Pólipo de cólon sigmoide;D12;D125;0.78;False;snomed_support_plus_rag;O CID D125 foi escolhido porque foi o único candidato com evidência de suporte exato e com uma pontuação de confiança de 0,78.;"[""D125"", ""C187"", ""D201"", ""D132"", ""C186"", ""C210"", ""D121"", ""D12""]";"[""SNOMED_159""]"
M-82110;Adenoma Tubular;Pólipo de cólon sigmoide;D129;D125;0.78;False;snomed_support_plus_rag;O CID D125 foi escolhido porque foi o único candidato com evidência de suporte exato e com uma pontuação de confiança de 0,78.;"[""D125"", ""C187"", ""D201"", ""D132"", ""C186"", ""C210"", ""D121"", ""D12""]";"[""SNOMED_159""]"
M-82110;Adenoma Tubular;Pólipo de reto;D12;D441;0.78;False;snomed_support_plus_rag;O CID D441 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da topografia 'Pólipo de reto' que coincide com a descrição do CID.;"[""D441"", ""C210"", ""D201"", ""D121"", ""D20"", ""D132"", ""C459"", ""C211""]";"[""SNOMED_159""]"
M-82110;Adenoma Tubular;Pólipo de reto;D129;D441;0.78;False;snomed_support_plus_rag;O CID D441 é o mais provável devido à forte evidência de suporte fornecida pelo contexto recuperado.;"[""D441"", ""C210"", ""D201"", ""D121"", ""D20"", ""D132"", ""C459"", ""C211""]";"[""SNOMED_159""]"
M-82113;Adenocarcinoma Tubular Moderadamente Diferenciado, Oms 2010;Pólipo de reto;C209;C173;0.6543;False;vector_cid;O candidato C173 foi escolhido porque foi diretamente associado ao diagnóstico do paciente (Neoplasia maligna do divertículo de Meckel) e tem uma pontuação de 0.6543, que é a maior pontuação entre os candidatos.;"[""C173"", ""C187"", ""C784"", ""C189"", ""C785"", ""D13"", ""C178"", ""C179""]";"[""CR_100""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D12;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com uma confiança de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D121;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D122;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D123;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D124;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D125;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D126;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D127;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D128;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de cólon transverso;D129;D123;0.6274;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'D123' com um score de 0.6274.;"[""D122"", ""D125"", ""D123"", ""D124"", ""D201"", ""C785"", ""D126"", ""D12""]";"[""CR_603"", ""CR_606"", ""CR_604"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 01;D12;D731;0.5808;False;snomed_support_plus_rag;O candidato D731 tem a maior confiança de 0.5808 e está relacionado ao diagnóstico de Hiperesplenismo.;"[""D731"", ""D45"", ""D201"", ""D890"", ""C164"", ""D730"", ""D20"", ""D760""]";"[""CR_966""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 01;D129;D731;0.5808;False;snomed_support_plus_rag;O candidato D731 tem a maior confiança de 0.5808 e está relacionado ao diagnóstico de Hiperesplenismo.;"[""D731"", ""D45"", ""D201"", ""D890"", ""C164"", ""D730"", ""D20"", ""D760""]";"[""CR_966""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 02;D12;D890;0.581;False;snomed_support_plus_rag;O candidato D890 tem a maior confiança de 0.581 e está relacionado ao diagnóstico de Hipergamaglobulinemia policlonal.;"[""D890"", ""D45"", ""D201"", ""C902"", ""D731"", ""D751"", ""D892"", ""D760""]";"[""CR_1038""]"
M-72040;Pólipo Hiperplásico;Pólipo de reto 02;D129;D890;0.581;False;snomed_support_plus_rag;O candidato D890 tem a maior confiança de 0.581 e está relacionado ao diagnóstico de Hipergamaglobulinemia policlonal.;"[""D890"", ""D45"", ""D201"", ""C902"", ""D731"", ""D751"", ""D892"", ""D760""]";"[""CR_1038""]"
M-43000;Gastrite Crônica Antral Leve;Biopsia gástrica;;C16;0.6321;False;rag_candidates;O diagnóstico do paciente é 'Gastrite Crônica Antral Leve' e o candidato mais forte é 'C16' com uma confiança de 0,6321.;"[""D002"", ""D131"", ""C16"", ""C166"", ""D371"", ""C168"", ""C165"", ""C169""]";"[""CR_86""]"
M-72040;Pólipo Hiperplásico;Biópsia de cólon sigmoide;D12;D125;0.658;False;rag_candidates;O candidato D125 tem a maior confiança de 0.658 e está relacionado ao diagnóstico de Neoplasia benigna do cólon sigmóide.;"[""D125"", ""D122"", ""D123"", ""D124"", ""D126"", ""D201"", ""C187"", ""D12""]";"[""CR_606""]"
M-82110;Adenoma Tubular;Cólon sigmoide;D12;C187;0.6645;False;vector_cid;O CID C187 foi escolhido porque foi encontrado com maior confiança no contexto recuperado.;"[""C187"", ""D125"", ""C210"", ""C186"", ""D12"", ""D121"", ""D201"", ""D133""]";"[""CR_111""]"
M-82110;Adenoma Tubular;Cólon sigmoide;D129;C187;0.6645;False;vector_cid;O CID C187 foi escolhido porque foi encontrado com maior confiança no contexto recuperado.;"[""C187"", ""D125"", ""C210"", ""C186"", ""D12"", ""D121"", ""D201"", ""D133""]";"[""CR_111""]"
M-82110;Adenoma Tubular;Estômago;D131;C16;0.78;False;snomed_support_plus_rag;O CID C16 é o mais provável devido à forte evidência de suporte do SNOMED (M-82110) com score de 0,78.;"[""D131"", ""C161"", ""C16"", ""D139"", ""D13"", ""D132"", ""C162"", ""C169""]";"[""SNOMED_159""]"
M-82110;Adenoma Tubular;Estômago;D131;C16;0.78;False;snomed_support_plus_rag;O CID C16 é o mais provável devido à forte evidência de suporte do SNOMED (M-82110) com score de 0,78.;"[""D131"", ""C161"", ""C16"", ""D139"", ""D13"", ""D132"", ""C162"", ""C169""]";"[""SNOMED_159""]"
43000;Gastrite Crônica Corpórea Leve;Cólon sigmoide;;C16;0.6544;False;rag_candidates;O CID C16 (Neoplasia maligna do estômago) foi escolhido porque tem a maior confiança (0,6544) e está relacionado ao diagnóstico do paciente (Gastrite Crônica Corpórea Leve);"[""D002"", ""C166"", ""D131"", ""C16"", ""C944"", ""D371"", ""C165"", ""D017""]";"[""CR_86""]"
43000;Gastrite Crônica Corpórea Leve;Estômago;;C162;0.669;False;snomed_support_plus_rag;O diagnóstico do paciente é Gastrite Crônica Corpórea Leve, que é mais semelhante ao CID C162 (Neoplasia maligna da pequena curvatura do estômago, não especificada).;"[""D002"", ""D131"", ""C166"", ""C944"", ""C16"", ""D371"", ""C162"", ""C165""]";"[""CR_523""]"
M-82110;Lesão séssil serrilhada;Cólon de transverso;D12;D010;0.78;False;snomed_support_plus_rag;O candidato D010 tem o maior score de 0.78 e é fortemente suportado pelo SNOMED.;"[""D010"", ""D014"", ""D121"", ""D201"", ""C841"", ""C187"", ""C186"", ""C784""]";"[""SNOMED_159""]"
M-82110;Lesão séssil serrilhada;Cólon descendente;D12;C186;0.619;False;rag_candidates;O candidato C186 tem o maior score de confiança (0.619) e é suportado pelo contexto recuperado.;"[""C186"", ""D010"", ""C841"", ""D014"", ""D124"", ""C187"", ""D201"", ""D214""]";"[""CR_110""]"
M-82110;Lesão séssil serrilhada;Estômago;D137;D131;0.6216;False;rag_candidates;O candidato D131 tem o maior score de confiança (0.6216) e é fortemente suportado pelo contexto recuperado.;"[""D131"", ""D002"", ""C161"", ""C165"", ""C16"", ""C841"", ""D762"", ""D501""]";"[""CR_613""]"
M-82110;Lesão séssil serrilhada;Estômago;D137;D131;0.6216;False;rag_candidates;O candidato D131 tem o maior score de confiança (0.6216) e é fortemente suportado pelo contexto recuperado.;"[""D131"", ""D002"", ""C161"", ""C165"", ""C16"", ""C841"", ""D762"", ""D501""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_613""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Cólon sigmoide;D12;D125;0.6403;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o CID mais provável é 'D125' com uma confiança de 0,6403.;"[""D125"", ""D122"", ""D20"", ""D124"", ""D760"", ""D123"", ""D132"", ""D201""]";"[""CR_606""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Cólon sigmoide;D129;D125;0.6403;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o CID mais provável é 'D125' com uma confiança de 0,6403.;"[""D125"", ""D122"", ""D20"", ""D124"", ""D760"", ""D123"", ""D132"", ""D201""]";"[""CR_606""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D130;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D131;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D132;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D133;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D134;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D135;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D136;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D137;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-72420;Pólipo Hiperplásico de Glândulas Fúndicas;Estômago;D139;C161;0.5856;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico de Glândulas Fúndicas' e o candidato mais forte é 'C161' com uma confiança de 0,5856.;"[""D762"", ""C165"", ""D139"", ""C161"", ""C168"", ""C162"", ""D20"", ""D132""]";"[""CR_88""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D12;C210;0.78;False;snomed_support_plus_rag;O CID C210 foi escolhido porque foi o único candidato com evidência de suporte exato e com uma pontuação de confiança de 0,78.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D120;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D121;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D122;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D123;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
